Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.5;09:00;10090020196;STJ101G;Askja;Askja130;12;3;FALSE;20;20;2
2019.12.5;09:00;10090020196;STJ101G;Haskolatorg;HT105;23;3;FALSE;49;85;2
2019.12.5;09:00;10090020196;STJ101G;Stakkahlid_Klettur;K206;7;3;FALSE;20;20;2
2019.12.5;09:00;70295020196;LAK310G;Haskolatorg;HT105;26;3;FALSE;49;85;2
2019.12.5;09:00;70295020196;LAK310G;Oddi;O201;15;3;FALSE;44;44;3
2019.12.5;09:00;70980220196;UME502G;Stakkahlid_Hamar;H205;9;3;FALSE;18;25;2
2019.12.5;09:00;70980220196;UME502G;Stakkahlid_Hamar;H206;10;3;FALSE;10;22;1
2019.12.5;09:00;70980220196;UME502G;Stakkahlid_Klettur;K206;13;3;FALSE;20;20;2
2019.12.5;09:00;70768420196;TJO333G;Stakkahlid_Hamar;H202;12;3;FALSE;12;19;1
2019.12.5;09:00;70768420196;TJO333G;Stakkahlid_Hamar;H205;9;3;FALSE;18;25;2
2019.12.5;09:00;04520220196;HAG302G;Askja;Askja131;20;3;FALSE;30;30;2
2019.12.5;09:00;04520220196;HAG302G;Arnagardur;A201;16;3;FALSE;20;48;2
2019.12.5;09:00;04520220196;HAG302G;Arnagardur;A301;16;3;FALSE;24;48;3
2019.12.5;09:00;04520220196;HAG302G;HusVigdisar;VHV007;15;3;FALSE;44;44;3
2019.12.5;09:00;70649020196;LAN113F;VR_2;V147;1;3;FALSE;11;15;2
2019.12.5;09:00;70274320196;BYG121F;VR_2;V261;6;3;FALSE;16;30;2
2019.12.5;09:00;70762520196;GFR102F;VR_2;V258;5;3;FALSE;13;22;2
2019.12.5;09:00;70176920196;ISL334G;Arnagardur;A201;4;3;FALSE;20;48;2
2019.12.5;09:00;08112120196;BYG302G;Eirberg;E203C;14;3;FALSE;31;50;2
2019.12.5;09:00;08112120196;BYG302G;Oddi;O201;14;3;FALSE;44;44;3
2019.12.5;09:00;70989520196;HJU114G;Haskolatorg;HT102;80;3;FALSE;80;85;1
2019.12.5;09:00;70989520196;HJU114G;Haskolatorg;HT103;24;3;FALSE;24;54;1
2019.12.5;09:00;70989520196;HJU114G;Haskolatorg;HT104;18;3;FALSE;26;54;2
