Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.5;13:30;70897420196;LYF516G;Arnagardur;A304;10;3;FALSE;17;20;2
2019.12.5;13:30;70897420196;LYF516G;Arnagardur;A311;9;3;FALSE;18;26;2
2019.12.5;13:30;70915520196;LYF124F;Arnagardur;A301;12;3;FALSE;28;48;2
2019.12.5;13:30;70795220196;SFG004G;Askja;Askja130;12;3;FALSE;20;20;2
2019.12.5;13:30;70795220196;SFG004G;Stakkahlid_Hamar;H203;7;3;FALSE;7;19;1
2019.12.5;13:30;09523120196;LIF523G;Stakkahlid_Hamar;H209;6;3;FALSE;6;16;1
2019.12.5;13:30;09523120196;LIF523G;HusVigdisar;VHV007;9;3;FALSE;43;44;2
2019.12.5;13:30;70081520196;LIF118F;Stakkahlid_Hamar;H204;2;3;FALSE;9;20;2
2019.12.5;13:30;09103020196;STA301G;VR_2;V156;7;3;FALSE;15;22;2
2019.12.5;13:30;09353020196;LEF302G;Stakkahlid_Klettur;K208;19;3;FALSE;19;25;1
2019.12.5;13:30;09353020196;LEF302G;VR_2;V152;12;3;FALSE;24;36;2
2019.12.5;13:30;09353020196;LEF302G;VR_2;V156;8;3;FALSE;15;22;2
2019.12.5;13:30;09353020196;LEF302G;VR_2;V258;8;3;FALSE;8;22;1
2019.12.5;13:30;09245320196;JED505M;Stakkahlid_Hamar;H201;9;3;FALSE;9;25;1
2019.12.5;13:30;09245320196;JED505M;Stakkahlid_Klettur;K206;8;3;FALSE;16;20;2
2019.12.5;13:30;05070220196;LIS102G;Arnagardur;A201;13;3;FALSE;29;48;2
2019.12.5;13:30;05070220196;LIS102G;Arnagardur;A304;7;3;FALSE;17;20;2
2019.12.5;13:30;05070220196;LIS102G;Stakkahlid_Klettur;K202;6;3;FALSE;6;15;1
2019.12.5;13:30;04431320196;VID506G;Arnagardur;A201;16;3;FALSE;29;48;2
2019.12.5;13:30;04431320196;VID506G;Arnagardur;A301;16;3;FALSE;28;48;2
2019.12.5;13:30;04431320196;VID506G;Arnagardur;A311;9;3;FALSE;18;26;2
2019.12.5;13:30;04431320196;VID506G;Stakkahlid_Klettur;K204;15;3;FALSE;15;20;1
2019.12.5;13:30;04431320196;VID506G;Stakkahlid_Klettur;K205;15;3;FALSE;15;20;1
2019.12.5;13:30;04431320196;VID506G;Stakkahlid_Klettur;K207;14;3;FALSE;23;25;2
2019.12.5;13:30;70973020196;TOL309G;Logberg;L103;19;3;FALSE;19;25;1
2019.12.5;13:30;70973020196;TOL309G;Stakkahlid_Klettur;K206;8;3;FALSE;16;20;2
2019.12.5;13:30;70973020196;TOL309G;Stakkahlid_Klettur;K207;9;3;FALSE;23;25;2
2019.12.5;13:30;70973020196;TOL309G;VR_2;V147;5;3;FALSE;5;15;1
2019.12.5;13:30;70973020196;TOL309G;VR_2;V152;12;3;FALSE;24;36;2
2019.12.5;13:30;70973020196;TOL309G;VR_2;V155;8;3;FALSE;13;22;2
2019.12.5;13:30;70973020196;TOL309G;VR_2;V261;10;3;FALSE;19;30;2
2019.12.5;13:30;70327520196;ITA329G;VR_2;V261;9;3;FALSE;19;30;2
2019.12.5;13:30;70741220196;FRG109G;Stakkahlid_Hamar;H101;8;3;FALSE;8;22;1
2019.12.5;13:30;70741220196;FRG109G;Stakkahlid_Hamar;H202;7;3;FALSE;7;19;1
2019.12.5;13:30;70741220196;FRG109G;Stakkahlid_Hamar;H204;7;3;FALSE;9;20;2
2019.12.5;13:30;70741220196;FRG109G;Stakkahlid_Hamar;H207;12;3;FALSE;12;34;1
2019.12.5;13:30;70741220196;FRG109G;HusVigdisar;VHV007;34;3;FALSE;43;44;2
2019.12.5;13:30;07074420196;TAN403G;VR_2;V155;5;3;FALSE;13;22;2
2019.12.5;13:30;70797120196;SNU015G;Eirberg;E103C;9;3;FALSE;18;50;2
2019.12.5;13:30;70797120196;SNU015G;Stakkahlid_Hamar;H205;9;3;FALSE;9;25;1
2019.12.5;13:30;50003920196;LSS504G;Eirberg;E103C;9;3;FALSE;18;50;2
2019.12.5;13:30;50003920196;LSS504G;Stakkahlid_Hamar;H206;8;3;FALSE;8;22;1
2019.12.5;13:30;10020320196;SAL104G;Askja;Askja130;8;3;FALSE;20;20;2
2019.12.5;13:30;10020320196;SAL104G;Askja;Askja131;30;3;FALSE;30;30;1
2019.12.5;13:30;10020320196;SAL104G;Eirberg;E201C;40;3;FALSE;40;40;1
2019.12.5;13:30;10020320196;SAL104G;Eirberg;E203C;27;3;FALSE;27;50;1
2019.12.5;13:30;10020320196;SAL104G;Haskolatorg;HT102;29;3;FALSE;29;85;1
2019.12.5;13:30;10020320196;SAL104G;Haskolatorg;HT103;18;3;FALSE;18;54;1
2019.12.5;13:30;10020320196;SAL104G;Haskolatorg;HT104;18;3;FALSE;18;54;1
2019.12.5;13:30;10020320196;SAL104G;Haskolatorg;HT105;29;3;FALSE;29;85;1
2019.12.5;13:30;10020320196;SAL104G;Logberg;L102;25;3;FALSE;25;25;1
2019.12.5;13:30;10020320196;SAL104G;Oddi;O201;44;3;FALSE;44;44;1
