Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.4;09:00;70215320196;TSM302G;Stakkahlid_Hamar;H203;5;3;FALSE;5;19;1
2019.12.4;09:00;70976720196;VID523G;Haskolatorg;HT105;14;3;FALSE;43;85;2
2019.12.4;09:00;70976720196;VID523G;VR_2;V261;13;3;FALSE;30;30;3
2019.12.4;09:00;08212620196;IDN501G;Haskolatorg;HT102;17;3;FALSE;43;85;3
2019.12.4;09:00;08212620196;IDN501G;VR_2;V155;16;3;FALSE;16;22;1
2019.12.4;09:00;71005220196;EDL022M;Stakkahlid_Hamar;H209;4;3;FALSE;10;16;2
2019.12.4;09:00;70055120196;MIS105F;Arnagardur;A201;16;3;FALSE;23;48;2
2019.12.4;09:00;70055120196;MIS105F;VR_2;V152;16;3;FALSE;28;36;2
2019.12.4;09:00;70755420196;DAN313G;Arnagardur;A304;3;3;FALSE;13;20;3
2019.12.4;09:00;07095520196;TAN524G;Stakkahlid_Hamar;H205;6;3;FALSE;15;25;2
2019.12.4;09:00;70012520196;SAL136F;Arnagardur;A301;11;3;FALSE;22;48;3
2019.12.4;09:00;70012520196;SAL136F;VR_2;V261;10;3;FALSE;30;30;3
2019.12.4;09:00;70939320196;HIT001G;Logberg;L102;19;3;FALSE;19;25;1
2019.12.4;09:00;70939320196;HIT001G;Stakkahlid_Hamar;H204;7;3;FALSE;10;20;2
2019.12.4;09:00;70939320196;HIT001G;Stakkahlid_Hamar;H205;9;3;FALSE;15;25;2
2019.12.4;09:00;70939320196;HIT001G;Stakkahlid_Hamar;H207;12;3;FALSE;19;34;2
2019.12.4;09:00;70939320196;HIT001G;Stakkahlid_Hamar;H209;6;3;FALSE;10;16;2
2019.12.4;09:00;70939320196;HIT001G;Stakkahlid_Klettur;K204;7;3;FALSE;7;20;1
2019.12.4;09:00;70939320196;HIT001G;VR_2;V152;12;3;FALSE;28;36;2
2019.12.4;09:00;05502920196;ISE501G;Arnagardur;A201;7;3;FALSE;23;48;2
2019.12.4;09:00;05502920196;ISE501G;Stakkahlid_Klettur;K206;7;3;FALSE;7;20;1
2019.12.4;09:00;07115820196;TAN604G;Stakkahlid_Hamar;H207;7;3;FALSE;19;34;2
2019.12.4;09:00;70185820196;NSR007F;Haskolatorg;HT103;16;3;FALSE;34;54;2
2019.12.4;09:00;70185820196;NSR007F;HusVigdisar;VHV007;16;3;FALSE;33;44;2
2019.12.4;09:00;70546120196;SPA305G;Arnagardur;A304;3;3;FALSE;13;20;3
2019.12.4;09:00;70761920196;NLF109F;Arnagardur;A301;3;3;FALSE;22;48;3
2019.12.4;09:00;02061320196;GSL101G;Eirberg;E201C;14;3;FALSE;14;40;1
2019.12.4;09:00;02061320196;GSL101G;Haskolatorg;HT104;15;3;FALSE;32;54;3
2019.12.4;09:00;31000320196;MVS202F;Logberg;L103;12;3;FALSE;12;25;1
2019.12.4;09:00;31000320196;MVS202F;Stakkahlid_Hamar;H206;8;3;FALSE;8;22;1
2019.12.4;09:00;09313220196;EFN304G;Haskolatorg;HT104;10;3;FALSE;32;54;3
2019.12.4;09:00;09122120196;STA313M;Stakkahlid_Hamar;H204;3;3;FALSE;10;20;2
2019.12.4;09:00;70978620196;SAG339G;Arnagardur;A304;7;3;FALSE;13;20;3
2019.12.4;09:00;70978620196;SAG339G;Arnagardur;A311;9;3;FALSE;16;26;2
2019.12.4;09:00;70978620196;SAG339G;HusVigdisar;VHV007;17;3;FALSE;33;44;2
2019.12.4;09:00;02083420196;LEI503G;Arnagardur;A301;8;3;FALSE;22;48;3
2019.12.4;09:00;02083420196;LEI503G;Stakkahlid_Klettur;K207;8;3;FALSE;8;25;1
2019.12.4;09:00;70315620196;TAL307F;Haskolatorg;HT104;7;3;FALSE;32;54;3
2019.12.4;09:00;70315620196;TAL307F;VR_2;V261;7;3;FALSE;30;30;3
2019.12.4;09:00;10021320196;SAL504G;Eirberg;E203C;33;3;FALSE;33;50;1
2019.12.4;09:00;10021320196;SAL504G;Haskolatorg;HT103;18;3;FALSE;34;54;2
2019.12.4;09:00;10021320196;SAL504G;Haskolatorg;HT105;29;3;FALSE;43;85;2
2019.12.4;09:00;02010820196;LAK307G;Arnagardur;A311;7;3;FALSE;16;26;2
2019.12.4;09:00;70891920196;HJU151F;Askja;Askja130;14;3;FALSE;14;20;1
2019.12.4;09:00;70891920196;HJU151F;Haskolatorg;HT102;21;3;FALSE;43;85;3
2019.12.4;09:00;70891920196;HJU151F;Stakkahlid_Klettur;K205;7;3;FALSE;7;20;1
2019.12.4;09:00;70742420196;SJU509G;Eirberg;E103C;17;2;FALSE;17;50;1
2019.12.4;09:00;70742420196;SJU509G;Stakkahlid_Hamar;H201;9;2;FALSE;9;25;1
2019.12.4;09:00;70742420196;SJU509G;Stakkahlid_Hamar;H202;7;2;FALSE;7;19;1
2019.12.4;09:00;70706520196;TSM502G;Haskolatorg;HT102;5;3;FALSE;43;85;3
