Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.3;13:30;70384620196;TRS308G;Askja;Askja131;19;3;FALSE;30;30;2
2019.12.3;13:30;70384620196;TRS308G;Stakkahlid_Hamar;H201;9;3;FALSE;9;25;1
2019.12.3;13:30;70384620196;TRS308G;Stakkahlid_Hamar;H202;7;3;FALSE;7;19;1
2019.12.3;13:30;70384620196;TRS308G;Stakkahlid_Hamar;H203;7;3;FALSE;7;19;1
2019.12.3;13:30;70384620196;TRS308G;Stakkahlid_Hamar;H204;7;3;FALSE;7;20;1
2019.12.3;13:30;70384620196;TRS308G;Stakkahlid_Hamar;H209;6;3;FALSE;6;16;1
2019.12.3;13:30;70384620196;TRS308G;Stakkahlid_Klettur;K205;11;3;FALSE;20;20;2
2019.12.3;13:30;70384620196;TRS308G;Stakkahlid_Klettur;K207;10;3;FALSE;25;25;2
2019.12.3;13:30;70768120196;TJO328G;Logberg;L103;8;3;FALSE;25;25;2
2019.12.3;13:30;70768120196;TJO328G;VR_2;V261;8;3;FALSE;18;30;2
2019.12.3;13:30;09556020196;UAU101F;VR_2;V152;14;3;FALSE;25;36;2
2019.12.3;13:30;09556020196;UAU101F;VR_2;V155;10;3;FALSE;22;22;2
2019.12.3;13:30;70621320196;FER510G;Haskolatorg;HT103;17;3;FALSE;35;54;2
2019.12.3;13:30;70621320196;FER510G;HusVigdisar;VHV007;16;3;FALSE;44;44;2
2019.12.3;13:30;71002620196;ILT102F;VR_2;V258;11;3;FALSE;19;22;2
2019.12.3;13:30;70728020196;STJ336G;Eirberg;E203C;22;3;FALSE;43;50;2
2019.12.3;13:30;70728020196;STJ336G;Stakkahlid_Klettur;K208;25;3;FALSE;25;25;1
2019.12.3;13:30;01200020196;GFR204G;VR_2;V147;8;3;FALSE;15;15;2
2019.12.3;13:30;01200020196;GFR204G;VR_2;V258;8;3;FALSE;19;22;2
2019.12.3;13:30;09101020196;STA101G;Askja;Askja131;11;3;FALSE;30;30;2
2019.12.3;13:30;09101020196;STA101G;VR_2;V152;11;3;FALSE;25;36;2
2019.12.3;13:30;09101220196;STA105G;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.3;13:30;09101220196;STA105G;Arnagardur;A304;8;3;FALSE;8;20;1
2019.12.3;13:30;09101220196;STA105G;Haskolatorg;HT102;29;3;FALSE;58;85;2
2019.12.3;13:30;09101220196;STA105G;Haskolatorg;HT105;29;3;FALSE;58;85;2
2019.12.3;13:30;09101220196;STA105G;Stakkahlid_Klettur;K204;11;3;FALSE;20;20;2
2019.12.3;13:30;70203520196;LAK112G;Eirberg;E103C;17;3;FALSE;27;50;2
2019.12.3;13:30;70203520196;LAK112G;Eirberg;E201C;16;3;FALSE;25;40;2
2019.12.3;13:30;70203520196;LAK112G;HusVigdisar;VHV007;28;3;FALSE;44;44;2
2019.12.3;13:30;05753120196;TYS502G;VR_2;V156;11;3;FALSE;22;22;2
2019.12.3;13:30;08732320196;HBV103M;Askja;Askja130;7;3;FALSE;20;20;2
2019.12.3;13:30;08732320196;HBV103M;Arnagardur;A201;7;3;FALSE;23;48;2
2019.12.3;13:30;70559820196;VEL120F;VR_2;V156;11;3;FALSE;22;22;2
2019.12.3;13:30;70445420196;STA108G;Askja;Askja130;13;3;FALSE;20;20;2
2019.12.3;13:30;70445420196;STA108G;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.3;13:30;70445420196;STA108G;Haskolatorg;HT102;29;3;FALSE;58;85;2
2019.12.3;13:30;70445420196;STA108G;Haskolatorg;HT103;18;3;FALSE;35;54;2
2019.12.3;13:30;70445420196;STA108G;Haskolatorg;HT104;18;3;FALSE;37;54;3
2019.12.3;13:30;70445420196;STA108G;Haskolatorg;HT105;29;3;FALSE;58;85;2
2019.12.3;13:30;70445420196;STA108G;Logberg;L102;16;3;FALSE;25;25;2
2019.12.3;13:30;70445420196;STA108G;Logberg;L103;17;3;FALSE;25;25;2
