Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.4;13:30;08214420196;VEL502G;Logberg;L103;9;3;FALSE;9;25;1
2019.12.4;13:30;08214420196;VEL502G;Stakkahlid_Klettur;K207;9;3;FALSE;18;25;2
2019.12.4;13:30;08214420196;VEL502G;Stakkahlid_Klettur;K208;9;3;FALSE;18;25;2
2019.12.4;13:30;70791020196;MAF102G;Stakkahlid_Hamar;H201;12;3;FALSE;21;25;2
2019.12.4;13:30;09631320196;LAN101G;Haskolatorg;HT104;8;3;FALSE;26;54;2
2019.12.4;13:30;09631320196;LAN101G;VR_2;V147;7;3;FALSE;15;15;2
2019.12.4;13:30;70075020196;MEX020G;Stakkahlid_Klettur;K204;9;3;FALSE;16;20;2
2019.12.4;13:30;70075020196;MEX020G;Stakkahlid_Klettur;K205;9;3;FALSE;16;20;2
2019.12.4;13:30;50000720196;IET101G;Askja;Askja130;7;3;FALSE;17;20;2
2019.12.4;13:30;50000720196;IET101G;Askja;Askja131;21;3;FALSE;30;30;2
2019.12.4;13:30;50000720196;IET101G;Eirberg;E103C;38;3;FALSE;38;50;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Hamar;H101;8;3;FALSE;8;22;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Hamar;H201;9;3;FALSE;21;25;2
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Hamar;H202;7;3;FALSE;7;19;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Hamar;H203;7;3;FALSE;7;19;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Hamar;H204;7;3;FALSE;7;20;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Hamar;H205;9;3;FALSE;9;25;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Hamar;H206;8;3;FALSE;8;22;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Hamar;H209;6;3;FALSE;6;16;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Klettur;K202;5;3;FALSE;5;15;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Klettur;K204;7;3;FALSE;16;20;2
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Klettur;K205;7;3;FALSE;16;20;2
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Klettur;K206;7;3;FALSE;7;20;1
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Klettur;K207;9;3;FALSE;18;25;2
2019.12.4;13:30;50000720196;IET101G;Stakkahlid_Klettur;K208;9;3;FALSE;18;25;2
2019.12.4;13:30;50000720196;IET101G;VR_2;V156;14;3;FALSE;14;22;1
2019.12.4;13:30;50000720196;IET101G;VR_2;V261;10;3;FALSE;22;30;2
2019.12.4;13:30;10597020196;ASK102F;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.4;13:30;10597020196;ASK102F;Arnagardur;A304;8;3;FALSE;15;20;2
2019.12.4;13:30;10597020196;ASK102F;Arnagardur;A311;9;3;FALSE;18;26;2
2019.12.4;13:30;08114220196;BYG501G;Askja;Askja131;9;3;FALSE;30;30;2
2019.12.4;13:30;08114220196;BYG501G;Haskolatorg;HT103;9;3;FALSE;27;54;2
2019.12.4;13:30;70798320196;HJU142F;Askja;Askja130;10;3;FALSE;17;20;2
2019.12.4;13:30;70798320196;HJU142F;Haskolatorg;HT102;11;3;FALSE;40;85;2
2019.12.4;13:30;09681220196;JAR312G;Haskolatorg;HT105;11;3;FALSE;40;85;2
2019.12.4;13:30;09681220196;JAR312G;HusVigdisar;VHV007;11;3;FALSE;44;44;2
2019.12.4;13:30;04410220196;VID103G;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.4;13:30;04410220196;VID103G;Arnagardur;A304;7;3;FALSE;15;20;2
2019.12.4;13:30;04410220196;VID103G;Arnagardur;A311;9;3;FALSE;18;26;2
2019.12.4;13:30;04410220196;VID103G;Eirberg;E201C;30;3;FALSE;30;40;1
2019.12.4;13:30;04410220196;VID103G;Eirberg;E203C;34;3;FALSE;34;50;1
2019.12.4;13:30;04410220196;VID103G;Haskolatorg;HT102;29;3;FALSE;40;85;2
2019.12.4;13:30;04410220196;VID103G;Haskolatorg;HT103;18;3;FALSE;27;54;2
2019.12.4;13:30;04410220196;VID103G;Haskolatorg;HT104;18;3;FALSE;26;54;2
2019.12.4;13:30;04410220196;VID103G;Haskolatorg;HT105;29;3;FALSE;40;85;2
2019.12.4;13:30;04410220196;VID103G;Logberg;L102;19;3;FALSE;19;25;1
2019.12.4;13:30;04410220196;VID103G;HusVigdisar;VHV007;33;3;FALSE;44;44;2
2019.12.4;13:30;04410220196;VID103G;VR_2;V147;8;3;FALSE;15;15;2
2019.12.4;13:30;04410220196;VID103G;VR_2;V261;12;3;FALSE;22;30;2
2019.12.4;13:30;71008020196;FEL109G;Arnagardur;A201;16;3;FALSE;16;48;1
2019.12.4;13:30;71008020196;FEL109G;VR_2;V155;10;3;FALSE;10;22;1
2019.12.4;13:30;71008020196;FEL109G;VR_2;V258;22;3;FALSE;22;22;1
2019.12.4;13:30;70357420196;FRG509G;Oddi;O201;21;3;FALSE;21;44;1
2019.12.4;13:30;70357420196;FRG509G;Stakkahlid_Hamar;H207;12;3;FALSE;12;34;1
