Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.6;13:30;01400520196;GFR110G;Eirberg;E103C;9;3;FALSE;26;50;2
2019.12.6;13:30;01400520196;GFR110G;Stakkahlid_Klettur;K206;8;3;FALSE;20;20;2
2019.12.6;13:30;70247420196;UMV102G;Stakkahlid_Klettur;K208;12;3;FALSE;23;25;2
2019.12.6;13:30;70247420196;UMV102G;VR_2;V152;12;3;FALSE;24;36;2
2019.12.6;13:30;70247420196;UMV102G;VR_2;V156;8;3;FALSE;8;22;1
2019.12.6;13:30;70247420196;UMV102G;VR_2;V261;10;3;FALSE;20;30;2
2019.12.6;13:30;70362120196;HAG512M;Arnagardur;A311;11;3;FALSE;20;26;2
2019.12.6;13:30;10092220196;STJ317G;Haskolatorg;HT102;27;3;FALSE;56;85;2
2019.12.6;13:30;10092220196;STJ317G;Haskolatorg;HT104;18;3;FALSE;36;54;2
2019.12.6;13:30;10092220196;STJ317G;Stakkahlid_Klettur;K202;8;3;FALSE;15;15;2
2019.12.6;13:30;05400020196;ISL109G;Arnagardur;A201;16;3;FALSE;32;48;2
2019.12.6;13:30;05400020196;ISL109G;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.6;13:30;05400020196;ISL109G;Stakkahlid_Klettur;K202;7;3;FALSE;15;15;2
2019.12.6;13:30;70066820196;DET101G;Eirberg;E203C;14;3;FALSE;31;50;2
2019.12.6;13:30;70066820196;DET101G;HusVigdisar;VHV007;14;3;FALSE;44;44;2
2019.12.6;13:30;08216320196;VEL302G;Logberg;L102;16;3;FALSE;25;25;2
2019.12.6;13:30;08216320196;VEL302G;Stakkahlid_Klettur;K204;10;3;FALSE;17;20;2
2019.12.6;13:30;08216320196;VEL302G;VR_2;V147;8;3;FALSE;15;15;2
2019.12.6;13:30;08216320196;VEL302G;VR_2;V152;12;3;FALSE;24;36;2
2019.12.6;13:30;08216320196;VEL302G;VR_2;V155;8;3;FALSE;8;22;1
2019.12.6;13:30;08216320196;VEL302G;VR_2;V258;8;3;FALSE;15;22;2
2019.12.6;13:30;08216320196;VEL302G;VR_2;V261;10;3;FALSE;20;30;2
2019.12.6;13:30;04510320196;HAG101G;Askja;Askja130;13;3;FALSE;20;20;2
2019.12.6;13:30;04510320196;HAG101G;Askja;Askja131;10;3;FALSE;30;30;2
2019.12.6;13:30;04510320196;HAG101G;Arnagardur;A201;16;3;FALSE;32;48;2
2019.12.6;13:30;04510320196;HAG101G;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.6;13:30;04510320196;HAG101G;Arnagardur;A304;7;3;FALSE;7;20;1
2019.12.6;13:30;04510320196;HAG101G;Arnagardur;A311;9;3;FALSE;20;26;2
2019.12.6;13:30;04510320196;HAG101G;Logberg;L103;12;3;FALSE;21;25;2
2019.12.6;13:30;08711420196;TOL104G;Askja;Askja131;20;3;FALSE;30;30;2
2019.12.6;13:30;08711420196;TOL104G;Haskolatorg;HT102;29;3;FALSE;56;85;2
2019.12.6;13:30;08711420196;TOL104G;Haskolatorg;HT103;18;3;FALSE;27;54;2
2019.12.6;13:30;08711420196;TOL104G;Haskolatorg;HT104;18;3;FALSE;36;54;2
2019.12.6;13:30;08711420196;TOL104G;Haskolatorg;HT105;29;3;FALSE;49;85;2
2019.12.6;13:30;08711420196;TOL104G;Logberg;L102;9;3;FALSE;25;25;2
2019.12.6;13:30;08711420196;TOL104G;HusVigdisar;VHV007;30;3;FALSE;44;44;2
2019.12.6;13:30;08711420196;TOL104G;VR_2;V147;7;3;FALSE;15;15;2
2019.12.6;13:30;70066920196;DET102G;Eirberg;E103C;17;3;FALSE;26;50;2
2019.12.6;13:30;70066920196;DET102G;Eirberg;E201C;14;3;FALSE;22;40;2
2019.12.6;13:30;70066920196;DET102G;Eirberg;E203C;17;3;FALSE;31;50;2
2019.12.6;13:30;70066920196;DET102G;Oddi;O201;15;3;FALSE;44;44;2
2019.12.6;13:30;70066920196;DET102G;Stakkahlid_Klettur;K208;11;3;FALSE;23;25;2
2019.12.6;13:30;70241920196;NAR503M;VR_2;V258;7;3;FALSE;15;22;2
2019.12.6;13:30;70371220196;EFN108G;Oddi;O201;29;3;FALSE;44;44;2
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H101;8;3;FALSE;15;22;2
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H201;9;3;FALSE;18;25;2
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H202;7;3;FALSE;7;19;1
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H203;7;3;FALSE;7;19;1
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H204;7;3;FALSE;7;20;1
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H205;9;3;FALSE;18;25;2
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H206;8;3;FALSE;8;22;1
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H207;12;3;FALSE;24;34;2
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Hamar;H209;6;3;FALSE;12;16;2
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Klettur;K205;11;3;FALSE;20;20;2
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Klettur;K206;12;3;FALSE;20;20;2
2019.12.6;13:30;70371220196;EFN108G;Stakkahlid_Klettur;K207;9;3;FALSE;20;25;2
2019.12.6;13:30;71002220196;TOL025M;Haskolatorg;HT103;9;3;FALSE;27;54;2
2019.12.6;13:30;71002220196;TOL025M;Logberg;L103;9;3;FALSE;21;25;2
