Dagur;Tími;ID;Námskeið;Bygging;Stofa;Fjöldi;Lengd prófs;Sérnemar;Fjöldinema; Hámarksæti; Fjöldinámskeiða
2019.12.2;13:30;10026020196;SAL102G;Askja;Askja131;20;3;FALSE;30;30;2
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A201;16;3;FALSE;32;48;2
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A304;7;3;FALSE;17;20;2
2019.12.2;13:30;10026020196;SAL102G;Arnagardur;A311;9;3;FALSE;18;26;2
2019.12.2;13:30;10026020196;SAL102G;Eirberg;E103C;33;3;FALSE;50;50;2
2019.12.2;13:30;10026020196;SAL102G;Eirberg;E201C;30;3;FALSE;30;40;1
2019.12.2;13:30;10026020196;SAL102G;Haskolatorg;HT102;29;3;FALSE;58;85;2
2019.12.2;13:30;10026020196;SAL102G;Haskolatorg;HT105;29;3;FALSE;58;85;2
2019.12.2;13:30;10026020196;SAL102G;Logberg;L102;19;3;FALSE;19;25;1
2019.12.2;13:30;10026020196;SAL102G;Logberg;L103;19;3;FALSE;19;25;1
2019.12.2;13:30;10026020196;SAL102G;Oddi;O201;19;3;FALSE;44;44;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V147;5;3;FALSE;5;15;1
2019.12.2;13:30;10026020196;SAL102G;VR_2;V152;12;3;FALSE;24;36;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V155;8;3;FALSE;17;22;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V156;8;3;FALSE;16;22;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V258;8;3;FALSE;16;22;2
2019.12.2;13:30;10026020196;SAL102G;VR_2;V261;10;3;FALSE;20;30;2
2019.12.2;13:30;70070620196;KIN302G;HusVigdisar;VHV007;5;3;FALSE;30;44;3
2019.12.2;13:30;10026220196;SAL308G;Eirberg;E203C;23;3;FALSE;50;50;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Hamar;H201;9;3;FALSE;18;25;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Hamar;H202;7;3;FALSE;14;19;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Hamar;H203;7;3;FALSE;7;19;1
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Hamar;H204;7;3;FALSE;14;20;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Hamar;H205;9;3;FALSE;18;25;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Hamar;H206;8;3;FALSE;16;22;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Hamar;H207;12;3;FALSE;24;34;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K202;5;3;FALSE;5;15;1
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K204;7;3;FALSE;14;20;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K205;7;3;FALSE;14;20;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K206;7;3;FALSE;14;20;2
2019.12.2;13:30;10026220196;SAL308G;Stakkahlid_Klettur;K208;9;3;FALSE;18;25;2
2019.12.2;13:30;07043020196;TAN208G;Stakkahlid_Hamar;H101;8;3;FALSE;16;22;2
2019.12.2;13:30;05601620196;SAG102G;Haskolatorg;HT103;42;2;FALSE;42;54;1
2019.12.2;13:30;09103820196;STA304G;Stakkahlid_Klettur;K207;7;3;FALSE;16;25;2
2019.12.2;13:30;10150120196;KYN106G;Askja;Askja130;8;3;FALSE;17;20;2
2019.12.2;13:30;10150120196;KYN106G;Arnagardur;A311;9;3;FALSE;18;26;2
2019.12.2;13:30;10150120196;KYN106G;HusVigdisar;VHV007;15;3;FALSE;30;44;3
2019.12.2;13:30;02081120196;LEI102G;Arnagardur;A201;16;3;FALSE;32;48;2
2019.12.2;13:30;02081120196;LEI102G;Arnagardur;A301;16;3;FALSE;32;48;2
2019.12.2;13:30;02081120196;LEI102G;Arnagardur;A304;10;3;FALSE;17;20;2
2019.12.2;13:30;02081120196;LEI102G;Haskolatorg;HT102;29;3;FALSE;58;85;2
2019.12.2;13:30;02081120196;LEI102G;Haskolatorg;HT105;29;3;FALSE;58;85;2
2019.12.2;13:30;02081120196;LEI102G;VR_2;V152;12;3;FALSE;24;36;2
2019.12.2;13:30;02081120196;LEI102G;VR_2;V155;9;3;FALSE;17;22;2
2019.12.2;13:30;02081120196;LEI102G;VR_2;V156;8;3;FALSE;16;22;2
2019.12.2;13:30;02081120196;LEI102G;VR_2;V258;8;3;FALSE;16;22;2
2019.12.2;13:30;02081120196;LEI102G;VR_2;V261;10;3;FALSE;20;30;2
2019.12.2;13:30;10542020196;KYN101F;Askja;Askja130;9;3;FALSE;17;20;2
2019.12.2;13:30;10542020196;KYN101F;HusVigdisar;VHV007;10;3;FALSE;30;44;3
2019.12.2;13:30;09103120196;STA302G;Askja;Askja131;10;3;FALSE;30;30;2
2019.12.2;13:30;09103120196;STA302G;Eirberg;E103C;17;3;FALSE;50;50;2
2019.12.2;13:30;09103120196;STA302G;Eirberg;E203C;27;3;FALSE;50;50;2
2019.12.2;13:30;09103120196;STA302G;Oddi;O201;25;3;FALSE;44;44;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H101;8;3;FALSE;16;22;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H201;9;3;FALSE;18;25;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H202;7;3;FALSE;14;19;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H204;7;3;FALSE;14;20;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H205;9;3;FALSE;18;25;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H206;8;3;FALSE;16;22;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H207;12;3;FALSE;24;34;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Hamar;H209;6;3;FALSE;6;16;1
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Klettur;K204;7;3;FALSE;14;20;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Klettur;K205;7;3;FALSE;14;20;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Klettur;K206;7;3;FALSE;14;20;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Klettur;K207;9;3;FALSE;16;25;2
2019.12.2;13:30;09103120196;STA302G;Stakkahlid_Klettur;K208;9;3;FALSE;18;25;2
2019.12.2;13:30;70131820196;TSM102G;Haskolatorg;HT104;8;3;FALSE;8;54;1
